,D2002,D2003,D2004,D2005,D2006,D2007,D2008,D2009,D2010,D2011,D2012,D2013,D2014,D2015,D2016,D2017,D2018,D2019,D2020,D2021,D2022,D2023,D2024,D2025,D2026,D2027,D2028,D2029,D2030,D2031,age,voted
28652,1,4,1,2,2,9,9,9,1,312,1,2,2,1,432,1,2,2,4,3,99,0,1,1,8300,36,5,999,999,1,60,TRUE
28653,2,4,1,2,2,9,9,9,7,342,1,2,3,7,723,2,2,2,3,2,99,99,3,3,1101,36,17,999,999,2,84,TRUE
28654,2,4,1,2,2,9,9,9,1,532,2,2,3,2,531,2,1,3,1,3,99,1,2,2,1101,36,17,999,999,3,39,FALSE
28655,2,6,1,2,2,9,9,9,1,334,1,1,3,1,251,1,2,3,4,2,99,99,1,2,1101,36,18,999,999,2,32,TRUE
28656,2,5,1,2,2,9,9,9,1,132,4,9,2,1,711,4,9,2,4,4,99,0,6,3,1101,36,8,999,999,1,45,TRUE
28657,2,4,1,2,2,9,9,9,8,999,9,9,9,1,834,2,2,2,2,5,99,0,2,2,1101,36,8,999,999,1,41,TRUE
28658,2,4,1,2,2,9,9,9,8,999,9,9,9,1,833,2,2,3,3,4,99,1,1,1,3000,36,10,999,999,1,42,TRUE
28659,2,2,9,2,2,9,9,9,1,753,2,2,2,99,999,9,9,9,1,1,99,99,1,1,8300,36,20,999,999,2,89,TRUE
28660,2,4,1,2,2,9,9,9,8,999,9,9,9,10,999,9,9,9,5,2,99,99,1,1,1101,36,20,999,999,2,92,TRUE
28661,2,3,9,2,2,9,9,9,5,513,2,2,3,99,999,9,9,9,1,1,99,99,1,1,1101,36,20,999,999,2,52,TRUE
28662,2,4,9,2,2,9,9,9,1,21,1,1,3,99,999,9,9,9,2,1,99,99,6,4,1101,36,20,999,999,2,72,TRUE
28663,2,8,1,1,2,9,9,9,1,233,1,1,3,7,343,1,1,3,4,2,99,99,6,3,1101,36,20,999,999,2,79,TRUE
28664,2,4,1,2,2,9,9,9,8,999,9,9,9,1,112,1,9,3,5,3,99,0,2,2,1101,36,18,999,999,1,62,TRUE
28665,2,4,9,2,2,9,9,9,98,999,9,9,9,99,999,9,9,9,1,1,99,99,3,2,9998,36,18,999,999,1,74,TRUE
28666,2,7,1,2,2,9,9,9,2,541,1,1,3,1,432,1,1,3,1,3,99,1,2,3,1101,36,18,999,999,1,44,TRUE
28667,1,2,1,2,2,9,9,9,7,731,2,2,2,7,731,2,2,2,4,2,99,99,3,2,1101,36,1,999,999,1,80,TRUE
28668,2,4,1,2,2,9,9,9,8,999,9,9,9,1,712,2,2,2,1,5,99,0,1,2,1101,36,3,999,999,4,49,FALSE
28669,1,8,9,2,2,9,9,9,7,111,1,1,3,99,999,9,9,9,4,1,99,99,1,1,8300,36,21,999,999,1,73,TRUE
28670,1,4,9,2,2,9,9,9,7,311,1,1,2,99,999,9,9,9,3,1,99,99,1,1,8300,36,21,999,999,1,79,TRUE
28671,2,4,1,1,2,9,9,9,2,322,1,9,3,7,312,1,1,2,4,2,99,99,2,2,1101,36,14,999,999,2,67,TRUE
28672,1,4,1,2,2,9,9,9,1,512,2,1,3,1,332,1,2,3,4,4,99,2,2,1,1101,36,14,999,999,1,39,TRUE
28673,1,4,1,1,2,9,9,9,1,541,2,1,3,1,226,1,9,3,5,5,99,0,4,3,1101,36,14,999,999,1,48,TRUE
28674,1,6,1,2,2,9,9,9,1,141,1,2,3,2,911,4,9,3,4,4,99,1,2,1,1101,36,21,999,999,2,45,TRUE
28675,1,4,9,2,2,9,9,9,1,999,9,2,9,99,999,9,9,9,7,1,99,99,1,1,8300,36,1,999,999,4,46,TRUE
28677,2,4,1,2,2,9,9,9,7,422,1,2,3,7,814,2,2,2,2,2,99,99,2,2,1101,36,2,999,999,2,77,TRUE
28678,2,3,9,2,2,9,9,9,7,331,2,1,3,99,999,9,9,9,4,1,99,99,2,2,1101,36,2,999,999,2,72,FALSE
28679,1,4,1,2,2,9,9,9,7,313,1,2,2,1,532,2,1,3,4,2,99,99,2,1,1101,36,12,999,999,1,70,TRUE
28680,2,2,9,2,2,9,9,9,7,911,2,2,3,99,999,9,9,9,1,1,99,99,3,3,1101,36,12,999,999,1,83,TRUE
28681,2,8,9,2,2,9,9,9,1,314,1,1,3,99,999,9,9,9,2,1,99,99,3,2,1101,36,18,999,999,2,34,TRUE
28682,2,4,1,2,2,9,9,9,1,532,2,1,3,7,31,1,1,3,4,2,99,99,2,1,1101,36,21,999,999,1,68,TRUE
28683,2,4,9,2,2,9,9,9,1,421,2,1,3,99,999,9,9,9,2,1,99,99,2,2,1101,36,17,999,999,1,56,TRUE
28684,1,4,1,2,2,9,9,9,1,721,2,2,2,1,522,2,2,3,4,3,99,0,2,2,1101,36,6,999,999,2,62,TRUE
28685,1,4,1,2,2,9,9,9,3,611,2,2,1,2,421,1,2,3,3,5,99,3,2,3,1101,36,15,999,999,1,39,TRUE
28686,2,2,9,2,2,9,9,9,7,522,2,1,3,99,999,9,9,9,1,1,99,99,3,3,1101,36,15,999,999,1,87,TRUE
28687,2,99,1,2,2,9,9,9,7,132,1,1,3,7,134,1,2,3,8,2,99,99,3,3,1101,36,1,999,999,3,79,TRUE
28688,1,4,1,2,2,9,9,9,7,431,2,2,3,7,412,1,2,3,5,2,99,99,1,2,8300,36,12,999,999,1,71,TRUE
28689,2,97,9,7,7,9,9,9,2,999,9,7,9,99,999,9,9,9,7,97,99,99,9,7,9997,36,12,999,999,1,50,FALSE
28690,1,8,1,2,2,9,9,9,1,264,1,1,3,6,999,9,9,9,5,4,99,1,2,2,1101,36,1,999,999,4,51,TRUE
28691,2,5,1,2,2,9,9,9,2,341,1,4,3,1,832,2,4,3,3,4,99,0,2,2,1101,36,19,999,999,1,49,TRUE
28692,2,4,9,2,2,9,9,9,5,742,2,2,2,99,999,9,9,9,1,3,99,0,2,3,1200,36,19,999,999,1,48,TRUE
28693,2,8,1,2,2,9,9,9,7,233,1,1,3,7,233,1,1,3,4,2,99,99,6,3,1101,36,1,999,999,2,88,TRUE
28694,2,4,1,1,1,9,9,9,7,234,1,1,3,7,234,1,1,3,4,2,99,99,2,2,1101,36,1,999,999,2,93,TRUE
28695,2,4,9,2,2,9,9,9,2,523,2,2,3,99,999,9,9,9,1,4,99,0,2,3,1101,36,9,999,999,4,65,TRUE
28696,2,4,9,2,2,9,9,9,7,121,1,1,2,99,999,9,9,9,4,1,99,99,3,3,1101,36,21,999,999,2,92,TRUE
28697,2,4,1,2,2,9,9,9,1,541,2,1,3,1,831,2,2,3,2,3,99,1,6,2,9600,36,21,999,999,3,33,TRUE
28698,2,4,1,2,2,9,9,9,5,334,2,1,3,1,432,1,2,3,1,6,99,1,2,1,1200,36,1,999,999,2,54,TRUE
28699,2,8,1,2,2,9,9,9,1,216,1,2,3,1,233,1,1,3,4,2,99,99,2,1,8300,36,1,999,999,3,42,TRUE
28700,1,8,9,1,2,9,9,9,1,251,1,1,2,99,999,9,9,9,5,1,99,99,2,1,8300,36,1,999,999,3,62,TRUE
28702,1,7,1,2,2,9,9,9,1,232,1,1,3,1,514,2,2,3,1,3,99,0,2,1,8300,36,5,999,999,2,52,TRUE
28703,2,3,1,2,2,9,9,9,7,331,2,2,2,7,242,1,2,2,4,2,99,99,2,2,1101,36,4,999,999,1,73,TRUE
28704,2,4,1,2,2,9,9,9,1,522,4,9,3,1,711,2,2,2,4,3,99,0,2,1,8300,36,18,999,999,1,43,TRUE
28705,2,6,1,2,2,9,9,9,1,216,1,2,3,1,512,2,2,3,8,2,99,99,2,1,1101,36,1,999,999,4,43,TRUE
28706,1,6,9,2,2,9,9,9,1,214,1,2,2,99,999,9,9,9,7,1,99,99,1,1,8300,36,1,999,999,4,56,TRUE
28707,1,7,1,2,2,9,9,9,5,265,1,9,3,10,999,9,9,9,3,4,99,99,1,1,8300,36,1,999,999,4,53,TRUE
28708,2,4,1,2,2,9,9,9,2,431,2,2,3,7,833,4,9,3,7,2,99,99,1,1,8300,36,1,999,999,4,65,TRUE
28709,2,4,1,2,2,9,9,9,7,335,2,2,3,7,216,1,1,3,4,2,99,99,2,2,1101,36,12,999,999,2,72,TRUE
28710,1,2,9,2,2,9,9,9,5,815,2,2,2,99,999,9,9,9,1,1,99,99,2,3,1101,36,12,999,999,1,57,TRUE
28711,2,4,1,2,2,9,9,9,1,532,2,2,3,1,721,2,2,3,3,3,99,1,2,3,1101,36,18,999,999,2,37,TRUE
28712,1,3,9,2,2,9,9,9,7,522,2,2,3,99,999,9,9,9,1,1,99,99,2,1,1101,36,18,999,999,2,71,TRUE
28713,2,8,1,2,2,9,9,9,10,999,9,9,9,1,833,2,2,3,3,3,99,1,2,1,1101,36,20,999,999,1,46,TRUE
28714,2,3,9,2,2,9,9,9,10,999,9,9,9,99,999,9,9,9,1,2,99,0,2,3,1101,36,21,999,999,1,68,TRUE
28715,1,6,1,2,2,9,9,9,1,311,1,2,2,1,343,1,2,3,4,4,99,2,1,1,8300,36,5,999,999,2,42,TRUE
28716,2,7,1,2,2,9,9,9,7,233,1,1,3,7,233,1,1,3,5,2,99,99,2,3,1101,36,5,999,999,2,80,TRUE
28717,2,4,1,2,2,9,9,9,6,999,9,9,9,1,214,1,2,2,5,2,99,99,1,4,9600,36,15,999,999,1,57,TRUE
28718,2,8,1,2,2,9,9,9,2,233,1,1,3,1,233,1,1,3,1,5,99,2,2,3,1101,36,6,999,999,1,45,TRUE
28719,1,8,1,1,2,9,9,9,1,134,1,1,3,1,532,2,1,3,4,4,99,0,2,3,1101,36,21,999,999,2,59,TRUE
28720,2,4,9,2,2,9,9,9,7,532,2,1,3,99,999,9,9,9,1,1,99,99,2,2,1101,36,4,999,999,4,70,TRUE
28721,1,4,1,2,2,9,9,9,1,711,2,2,2,1,911,4,9,3,4,3,99,0,2,3,1101,36,21,999,999,3,63,TRUE
28722,2,6,1,1,2,9,9,9,2,313,1,2,2,1,312,1,2,3,1,5,99,0,2,1,1101,36,1,999,999,2,53,TRUE
28723,2,4,1,2,2,9,9,9,7,21,1,1,3,7,11,1,1,3,5,2,99,99,2,3,1101,36,11,999,999,1,65,TRUE
28724,1,4,1,2,2,9,9,9,1,813,2,2,2,1,411,1,1,3,4,3,99,0,2,2,1101,36,11,999,999,1,58,FALSE
28725,2,4,9,2,2,9,9,9,7,31,2,1,3,99,999,9,9,9,2,2,99,0,2,1,1101,36,16,999,999,2,69,TRUE
28726,1,4,1,2,2,9,9,9,7,214,1,2,1,7,232,1,2,3,1,2,99,99,2,3,1101,36,16,999,999,1,72,TRUE
28727,1,7,1,2,2,9,9,9,7,233,1,1,3,7,234,1,1,3,4,2,99,99,2,1,1101,36,1,999,999,2,82,TRUE
28728,1,2,1,2,2,9,9,9,7,512,4,9,3,7,522,2,2,3,1,2,99,99,2,3,1101,36,7,999,999,1,87,TRUE
28729,1,2,1,2,2,9,9,9,7,721,2,2,2,7,531,2,1,3,2,3,99,0,2,2,1101,36,7,999,999,2,71,TRUE
28730,2,8,1,2,2,9,9,9,5,235,1,1,3,1,216,1,2,2,4,4,99,1,3,3,1101,36,18,999,999,3,49,TRUE
28731,2,3,1,2,2,9,9,9,1,522,2,1,3,9,999,9,9,9,4,2,99,99,2,3,1101,36,18,999,999,1,62,TRUE
28732,1,8,1,2,2,9,9,9,7,351,1,2,3,7,134,1,2,3,5,2,99,99,2,3,1101,36,1,999,999,4,75,TRUE
28733,2,7,1,2,2,9,9,9,9,999,9,9,9,7,312,1,2,2,2,2,99,99,6,3,1101,36,12,999,999,1,68,TRUE
28734,2,4,1,2,2,9,9,9,1,334,1,1,3,1,242,1,1,8,5,5,99,3,2,1,8300,36,12,999,999,3,45,TRUE
28735,1,4,9,2,2,9,9,9,7,712,2,2,2,99,999,9,9,9,2,1,99,99,3,3,1101,36,18,999,999,1,70,TRUE
28736,1,4,9,2,2,9,9,9,2,921,2,4,1,99,999,9,9,9,1,1,99,99,2,1,1101,36,18,999,999,2,54,FALSE
28737,1,4,9,1,2,9,9,9,1,513,2,9,3,99,999,9,9,9,1,1,99,99,3,2,1101,36,18,999,999,2,45,TRUE
28738,2,7,9,2,2,9,9,9,1,331,2,4,3,99,999,9,9,9,3,2,99,0,3,1,1101,36,18,999,999,2,61,TRUE
28739,2,9,9,2,2,9,9,9,1,226,1,1,3,99,999,9,9,9,3,1,99,99,6,4,9997,36,21,999,999,1,84,TRUE
28740,1,8,1,2,2,9,9,9,1,233,1,1,3,8,999,9,9,9,4,4,99,0,2,1,1101,36,21,999,999,1,49,TRUE
28741,2,8,9,2,2,9,9,9,1,333,4,9,3,99,999,9,9,9,7,1,99,99,2,1,1101,36,21,999,999,1,54,TRUE
28742,2,2,9,2,2,9,9,9,7,513,2,2,3,99,999,9,9,9,1,1,99,99,1,3,1101,36,6,999,999,1,89,TRUE
28743,2,4,9,2,2,9,9,9,1,516,2,1,3,99,999,9,9,9,1,3,99,0,4,2,1101,36,6,999,999,1,53,TRUE
28745,1,5,1,2,2,9,9,9,7,232,1,1,3,7,814,2,2,2,2,2,99,99,2,2,1101,36,12,999,999,2,75,TRUE
28746,1,4,1,2,2,9,9,9,1,933,2,2,3,1,412,1,1,3,3,3,99,1,2,2,1101,36,17,999,999,1,53,TRUE
28747,1,4,1,2,2,9,9,9,1,754,2,2,2,2,911,2,2,3,2,2,99,99,2,3,1101,36,17,999,999,1,62,TRUE
28748,2,2,9,2,2,9,9,9,7,941,2,1,3,99,999,9,9,9,1,1,99,99,2,1,1101,36,15,999,999,1,88,TRUE
28749,1,8,1,2,2,9,9,9,1,233,1,1,3,1,235,1,4,3,4,3,99,0,2,1,8300,36,7,999,999,1,58,TRUE
28750,2,4,1,2,2,9,9,9,3,753,4,9,2,1,712,2,2,2,2,3,99,0,6,3,1101,36,12,999,999,2,60,TRUE
28751,2,7,9,2,1,9,9,9,6,999,9,9,9,99,999,9,9,9,5,4,99,99,2,1,8300,36,1,999,999,2,33,TRUE
28752,2,6,1,2,2,9,9,9,5,531,1,2,3,7,441,1,1,3,1,2,99,99,2,3,1101,36,21,999,999,2,67,TRUE
28753,2,6,1,2,2,9,9,9,1,325,2,2,3,1,833,2,2,3,4,4,99,0,2,1,1200,36,21,999,999,2,46,TRUE
28754,2,7,9,2,2,9,9,9,1,341,1,1,3,99,999,9,9,9,1,1,99,99,1,1,1101,36,21,999,999,2,34,TRUE
28755,1,8,9,2,2,9,9,9,1,311,1,1,2,99,999,9,9,9,3,1,99,99,2,2,1101,36,21,999,999,2,49,TRUE
28756,1,4,9,2,2,9,9,9,1,541,2,1,3,99,999,9,9,9,4,5,99,99,2,2,1101,36,21,999,999,4,52,TRUE
28757,1,6,9,2,2,9,9,9,2,251,1,9,3,99,999,9,9,9,3,3,99,0,2,1,1101,36,1,999,999,4,60,TRUE
28758,2,6,9,2,2,9,9,9,1,314,1,2,3,99,999,9,9,9,4,4,99,0,2,1,1101,36,1,999,999,4,60,TRUE
28759,1,8,1,2,2,9,9,9,1,335,1,1,3,1,226,1,2,3,4,2,99,99,2,2,8300,36,1,999,999,4,39,TRUE
28760,1,6,9,2,2,9,9,9,5,411,2,2,2,99,999,9,9,9,1,1,99,99,4,3,1101,36,21,999,999,4,63,TRUE
28761,2,2,9,2,2,9,9,9,8,999,9,9,9,99,999,9,9,9,1,1,99,99,2,2,1101,36,18,999,999,1,68,FALSE
28762,2,3,1,2,2,9,9,9,7,422,2,2,3,7,312,1,2,1,4,2,99,99,2,2,1101,36,8,999,999,2,70,TRUE
28763,1,4,1,2,2,9,9,9,7,21,2,1,3,9,999,9,9,9,2,3,99,0,2,1,1101,36,8,999,999,2,67,TRUE
28764,1,2,9,2,2,9,9,9,7,821,2,2,2,99,999,9,9,9,1,1,99,99,4,3,1101,36,11,999,999,2,78,TRUE
28765,2,7,1,2,2,9,9,9,1,134,1,2,3,1,352,4,9,3,4,2,99,99,1,2,3000,36,1,999,999,4,47,FALSE
28766,1,4,1,1,2,9,9,9,1,313,1,2,2,2,931,2,1,3,4,3,99,0,2,1,8300,36,12,999,999,1,49,TRUE
28767,2,2,9,2,2,9,9,9,7,931,2,1,1,99,999,9,9,9,1,1,99,99,2,3,1101,36,8,999,999,2,93,TRUE
28768,1,6,1,1,2,9,9,9,1,511,1,2,3,1,511,2,2,3,5,4,99,1,3,3,1101,36,16,999,999,3,48,TRUE
28769,2,4,1,2,2,9,9,9,7,334,1,1,3,7,134,1,1,3,4,2,99,99,2,1,1101,36,21,999,999,4,83,TRUE
28770,2,7,9,2,2,9,9,9,1,332,1,1,3,99,999,9,9,9,4,3,99,0,2,2,8300,36,21,999,999,4,57,TRUE
28771,1,7,1,2,2,9,9,9,2,523,2,2,3,1,234,1,1,3,7,2,99,99,1,1,9997,36,15,999,999,4,36,TRUE
28772,2,6,1,2,2,9,9,9,1,522,2,2,3,5,513,2,9,3,4,3,99,1,1,1,8300,36,15,999,999,4,37,TRUE
28775,1,8,9,2,2,9,9,9,5,122,1,2,3,99,999,9,9,9,4,1,99,99,2,3,1101,36,21,999,999,2,43,TRUE
28776,2,6,1,2,2,9,9,9,8,999,9,9,9,1,712,4,9,2,3,5,99,1,2,3,1101,36,21,999,999,3,43,TRUE
28777,1,4,9,2,2,9,9,9,3,441,4,9,3,99,999,9,9,9,1,1,99,99,2,1,8300,36,10,999,999,2,60,TRUE
28778,1,4,1,2,2,9,9,9,1,741,2,2,3,1,233,1,1,3,2,4,99,1,2,1,1101,36,1,999,999,2,60,TRUE
28779,1,4,1,2,2,9,9,9,7,331,1,2,3,7,341,1,2,3,4,2,99,99,1,3,1101,36,16,999,999,2,73,TRUE
28780,2,5,1,2,2,9,9,9,7,341,1,1,3,7,813,2,2,2,4,2,99,99,2,1,1101,36,11,999,999,1,72,TRUE
28781,1,7,1,2,2,9,9,9,1,961,2,1,3,1,343,1,4,3,4,4,99,0,1,3,3000,36,11,999,999,1,62,TRUE
28782,1,4,1,2,2,9,9,9,1,712,2,2,2,1,412,1,2,3,4,4,99,0,2,1,1101,36,11,999,999,1,46,TRUE
28783,1,8,9,2,2,9,9,9,7,241,1,2,3,99,999,9,9,9,4,1,99,99,2,3,1101,36,1,999,999,2,74,TRUE
28784,1,6,1,2,2,9,9,9,1,251,1,2,3,2,242,4,9,3,4,2,99,99,1,1,8300,36,20,999,999,2,55,TRUE
28785,1,9,1,2,2,9,9,9,1,214,1,2,3,1,224,1,1,3,5,4,99,0,2,3,1101,36,1,999,999,3,50,FALSE
28786,1,6,9,2,2,9,9,9,1,311,1,1,3,99,999,9,9,9,4,3,99,99,3,2,1101,36,19,999,999,4,43,TRUE
28787,2,4,9,2,2,9,9,9,1,912,2,1,3,99,999,9,9,9,1,3,99,99,2,1,9998,36,19,999,999,4,36,FALSE
28788,1,8,1,2,2,9,9,9,7,261,1,9,3,7,999,9,8,9,1,2,99,99,2,2,1101,36,7,999,999,2,85,TRUE
28789,1,4,1,2,2,9,9,9,1,441,1,1,3,1,341,1,1,3,3,4,99,1,2,3,1101,36,7,999,999,3,48,TRUE
28790,1,4,1,2,2,9,9,9,7,752,4,9,2,2,911,2,2,3,3,3,99,0,2,2,1101,36,1,999,999,4,73,TRUE
28791,2,7,9,2,2,9,9,9,1,431,2,1,3,99,999,9,9,9,4,1,99,99,2,3,1101,36,1,999,999,4,60,TRUE
28792,1,4,1,2,2,9,9,9,1,812,2,2,2,2,911,2,2,3,2,3,99,1,1,1,8300,36,6,999,999,1,34,TRUE
28793,1,4,1,2,2,9,9,9,1,834,2,2,3,1,933,2,2,2,2,2,99,99,3,1,1101,36,6,999,999,2,43,TRUE
28794,2,4,1,2,2,9,9,9,1,532,2,1,3,1,311,1,2,2,4,4,99,1,3,3,1101,36,12,999,999,1,44,TRUE
28796,2,4,9,2,1,9,9,9,1,531,2,2,3,99,999,9,9,9,1,1,99,99,2,1,1101,36,12,999,999,1,67,TRUE
28797,2,6,1,2,2,9,9,9,2,321,1,2,3,1,522,4,9,3,4,4,99,0,2,1,1101,36,18,999,999,3,54,TRUE
28798,1,96,1,2,2,9,9,9,7,834,2,2,1,7,999,9,8,9,1,2,99,99,6,3,1101,36,16,999,999,2,84,TRUE
28799,2,6,9,2,2,9,9,9,7,232,1,1,3,99,999,9,9,9,4,1,99,99,1,2,1101,36,16,999,999,2,71,TRUE
28800,2,3,9,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,1,3,99,0,2,8,9998,36,14,999,999,2,60,TRUE
28801,2,2,9,2,8,9,9,9,1,341,1,1,3,99,999,9,9,9,3,1,99,99,6,3,9600,36,1,999,999,4,59,TRUE
28802,2,4,1,2,2,9,9,9,1,911,2,1,3,9,999,9,9,9,1,7,99,0,3,1,1101,36,1,999,999,4,57,TRUE
28803,2,4,9,2,2,9,9,9,2,531,2,9,3,99,999,9,9,9,4,3,99,99,3,3,1101,36,1,999,999,2,32,FALSE
28804,2,8,9,1,2,9,9,9,1,216,1,9,3,99,999,9,9,9,4,2,99,0,2,1,8300,36,1,999,999,2,66,TRUE
28805,1,4,1,2,2,9,9,9,1,251,1,2,2,1,334,1,1,3,5,2,99,99,2,2,1101,36,13,999,999,2,67,TRUE
28807,2,3,9,2,8,9,9,9,2,911,2,2,3,99,999,9,9,9,8,2,99,0,4,3,1200,36,19,999,999,2,74,TRUE
28808,1,4,1,2,2,9,9,9,7,712,9,2,2,1,611,3,2,1,2,3,99,0,1,1,9998,36,15,999,999,1,72,TRUE
28809,2,4,9,2,2,9,9,9,7,234,1,1,3,99,999,9,9,9,2,1,99,99,1,3,1101,36,9,999,999,2,93,TRUE
28810,2,2,9,2,2,9,9,9,7,431,2,2,3,99,999,9,9,9,1,1,99,99,1,3,1101,36,15,999,999,3,92,TRUE
28811,2,4,9,2,2,9,9,9,8,999,9,9,9,99,999,9,9,9,1,1,99,99,1,2,1101,36,3,999,999,1,61,TRUE
28812,2,7,1,1,2,9,9,9,2,441,1,2,3,1,242,1,2,3,4,5,99,0,1,2,8300,36,1,999,999,2,56,TRUE
28814,2,4,9,2,2,9,9,9,7,522,2,2,3,99,999,9,9,9,1,1,99,99,3,3,1101,36,10,999,999,1,82,TRUE
28815,2,4,9,2,2,9,9,9,1,31,2,1,3,99,999,9,9,9,1,1,99,99,1,1,1101,36,15,999,999,2,37,TRUE
28816,1,4,9,2,2,9,9,9,7,332,1,2,2,99,999,9,9,9,2,1,99,99,2,2,1101,36,1,999,999,1,83,TRUE
28817,1,4,9,2,2,9,9,9,1,611,2,2,1,99,999,9,9,9,3,1,99,99,2,2,1101,36,14,999,999,2,51,TRUE
28818,2,7,1,2,1,9,9,9,1,322,1,1,3,1,931,2,2,2,4,5,99,0,2,1,1101,36,14,999,999,2,54,TRUE
28819,1,2,1,2,1,9,9,9,7,833,2,2,3,2,334,1,2,3,3,2,99,99,2,2,1101,36,15,999,999,1,74,TRUE
28820,1,7,1,1,1,9,9,9,1,334,2,1,3,1,233,1,1,3,4,3,99,1,2,1,8300,36,18,999,999,1,61,TRUE
28821,2,4,9,2,2,9,9,9,2,514,2,2,3,99,999,9,9,9,1,2,99,0,2,2,1101,36,18,999,999,1,47,TRUE
28822,1,4,1,2,2,9,9,9,7,313,1,1,2,7,412,1,1,3,3,2,99,99,2,1,8300,36,18,999,999,1,65,TRUE
28823,2,4,1,2,1,9,9,9,1,412,2,2,3,1,833,2,2,3,4,3,99,0,2,2,1101,36,6,999,999,2,60,TRUE
28824,1,6,9,2,2,9,9,9,1,752,2,2,2,99,999,9,9,9,2,4,99,0,1,2,1101,36,12,999,999,1,60,TRUE
28825,1,7,1,1,1,9,9,9,1,341,1,4,3,1,235,1,4,3,4,2,99,99,9,8,1101,36,12,999,999,1,67,TRUE
28827,2,4,1,2,2,9,9,9,1,532,2,2,3,2,912,4,9,3,2,3,99,0,2,2,1200,36,19,999,999,1,50,TRUE
28828,2,2,9,2,2,9,9,9,5,531,2,2,3,99,999,9,9,9,1,2,99,0,2,3,1101,36,19,999,999,1,67,TRUE
28829,2,7,9,2,2,9,9,9,10,999,9,9,9,99,999,9,9,9,1,1,99,99,2,1,8300,36,19,999,999,1,66,TRUE
28830,2,2,9,2,2,9,9,9,7,753,2,2,2,99,999,9,9,9,1,1,99,99,2,2,1101,36,21,999,999,4,91,TRUE
28831,1,4,1,2,2,9,9,9,1,311,1,1,3,1,322,1,1,3,1,4,99,1,2,1,8300,36,3,999,999,3,49,TRUE
28832,1,4,1,2,2,9,9,9,5,541,2,2,3,8,999,9,9,9,2,7,99,2,2,1,1101,36,3,999,999,1,58,TRUE
28833,2,4,9,2,2,9,9,9,7,234,1,1,3,99,999,9,9,9,3,1,99,99,2,2,1101,36,3,999,999,1,75,TRUE
28834,2,6,1,2,1,9,9,9,8,999,9,9,9,1,941,2,1,3,4,5,99,3,2,3,1101,996,1,999,999,2,42,TRUE
28835,2,3,9,2,1,9,9,9,1,522,4,9,8,99,999,9,9,9,4,1,99,99,2,2,1101,36,13,999,999,1,69,TRUE
28836,2,4,1,2,2,9,9,9,1,242,1,1,3,1,431,1,2,3,1,4,99,0,1,3,1101,36,21,999,999,2,53,TRUE
28837,2,4,1,2,2,9,9,9,5,523,2,2,3,1,741,2,1,2,2,4,99,2,1,1,8300,36,17,999,999,4,35,TRUE
28838,1,4,1,2,2,9,9,9,7,311,1,2,2,2,999,9,2,9,4,2,99,99,1,1,8300,36,17,999,999,4,75,TRUE
28840,2,6,1,2,2,9,9,9,8,999,9,9,9,1,332,1,2,3,4,4,99,0,4,3,1101,36,20,999,999,2,52,TRUE
28841,2,4,9,2,2,9,9,9,7,441,2,1,3,99,999,9,9,9,1,1,99,99,3,4,1101,36,20,999,999,2,82,TRUE
28842,2,7,9,2,2,9,9,9,1,522,4,9,3,99,522,2,9,3,3,2,99,1,2,3,1101,36,1,999,999,4,41,TRUE
28843,2,9,9,2,2,9,9,9,1,231,1,1,3,99,999,9,9,9,4,1,99,99,2,1,1101,36,1,999,999,4,65,FALSE
28844,1,3,1,2,2,9,9,9,1,833,2,2,3,2,911,2,2,3,2,3,99,0,1,3,3000,996,16,999,999,2,74,TRUE
28845,1,4,9,2,2,9,9,9,5,441,2,2,3,99,999,9,9,9,2,2,99,99,1,1,1200,36,7,999,999,1,59,TRUE
28846,2,6,1,2,2,9,9,9,5,422,2,2,3,1,712,4,9,2,5,3,99,1,2,1,1101,36,21,999,999,2,41,TRUE
28847,2,4,1,2,1,9,9,9,1,531,2,2,3,1,832,2,2,3,3,5,99,1,2,3,1101,36,1,999,999,4,49,TRUE
28848,2,9,9,2,2,9,9,9,2,263,1,2,3,99,999,9,9,9,3,1,99,99,2,3,2000,36,1,999,999,2,52,TRUE
28849,1,7,1,2,2,9,9,9,1,325,1,1,3,5,343,1,2,2,4,3,99,1,4,2,1101,36,13,999,999,4,62,TRUE
28850,2,7,1,2,2,9,9,9,1,412,1,2,3,1,352,1,2,2,4,4,99,2,1,1,8300,36,3,999,999,1,38,TRUE
28851,2,4,1,2,2,9,9,9,1,531,2,2,3,1,332,1,2,3,4,6,99,1,2,3,1101,36,13,999,999,1,48,TRUE
28852,1,6,1,2,2,9,9,9,5,741,2,2,3,5,343,1,2,3,2,2,99,99,2,2,8300,36,1,999,999,4,36,TRUE
28853,2,4,9,2,2,9,9,9,2,522,2,2,3,99,999,9,9,9,1,1,99,99,2,2,8300,36,1,999,999,4,35,TRUE
28854,2,8,1,2,2,9,9,9,1,334,1,1,3,7,214,1,1,3,5,2,99,99,2,2,1200,36,1,999,999,3,72,TRUE
28855,2,2,9,2,2,9,9,9,7,814,2,2,2,99,999,9,9,9,2,1,99,99,2,3,1101,36,13,999,999,2,89,TRUE
28856,1,7,1,2,2,9,9,9,1,343,1,9,3,1,334,1,2,2,1,4,99,0,3,2,9600,36,18,999,999,4,54,TRUE
