,D2002,D2003,D2004,D2005,D2006,D2007,D2008,D2009,D2010,D2011,D2012,D2013,D2014,D2015,D2016,D2017,D2018,D2019,D2020,D2021,D2022,D2023,D2024,D2025,D2026,D2027,D2028,D2029,D2030,D2031,age,voted
28441,2,4,1,2,2,9,9,9,1,531,2,2,3,1,921,2,1,3,3,4,99,0,2,1,8300,36,13,999,999,2,47,TRUE
28442,2,6,9,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,4,4,99,99,2,3,1101,36,13,999,999,2,30,FALSE
28443,1,2,9,2,2,9,9,9,7,834,2,2,2,99,999,9,9,9,1,1,99,99,2,3,1101,36,9,999,999,4,88,FALSE
28444,2,4,9,2,2,9,9,9,7,515,2,1,3,99,999,9,9,9,1,1,99,99,2,2,1101,36,19,999,999,4,86,TRUE
28445,1,4,9,2,2,9,9,9,2,343,2,2,3,99,999,9,9,9,2,1,99,99,1,1,9600,36,7,999,999,4,66,TRUE
28446,2,4,9,2,2,9,9,9,1,432,2,2,3,99,999,9,9,9,2,1,99,99,2,2,9600,36,7,999,999,4,63,TRUE
28447,2,98,9,1,2,9,9,9,2,322,1,1,3,99,999,9,9,9,3,1,99,99,2,3,1101,36,8,999,999,2,57,TRUE
28448,2,3,9,2,8,9,9,9,7,911,2,2,3,99,999,9,9,9,8,2,99,0,2,1,8300,36,8,999,999,2,86,TRUE
28449,2,4,1,2,2,9,9,9,2,422,2,2,3,1,333,1,2,3,4,4,99,0,2,3,3000,36,1,999,999,2,39,TRUE
28450,2,4,1,2,2,9,9,9,2,523,2,2,3,1,814,2,2,2,4,4,99,1,2,2,1101,36,11,999,999,1,48,TRUE
28451,2,4,9,2,2,9,9,9,5,431,2,2,2,99,999,9,9,9,1,3,99,2,2,1,8300,36,3,999,999,1,33,TRUE
28452,2,4,9,2,2,9,9,9,7,334,2,2,3,99,999,9,9,9,1,1,99,99,3,4,1101,36,3,999,999,1,72,TRUE
28453,2,2,9,2,2,9,9,9,7,815,2,2,2,99,999,9,9,9,1,0,99,99,1,3,1101,36,5,999,999,1,97,TRUE
28454,1,4,1,2,2,9,9,9,7,432,2,2,2,1,531,4,9,3,2,2,99,99,2,3,1101,36,5,999,999,1,75,FALSE
28455,2,4,9,2,2,9,9,9,7,241,1,2,3,99,999,9,9,9,7,3,99,99,2,1,1101,36,4,999,999,3,71,TRUE
28456,1,4,9,2,2,9,9,9,7,112,9,2,2,99,999,9,9,9,5,1,99,99,2,3,1101,36,4,999,999,3,79,TRUE
28457,2,4,1,1,2,9,9,9,1,441,2,2,2,7,723,2,2,2,2,3,99,0,3,3,1101,36,4,999,999,3,66,TRUE
28458,1,8,1,2,2,9,9,9,1,321,1,2,3,1,311,1,2,3,3,2,99,99,1,1,1101,36,18,999,999,2,38,TRUE
28459,1,4,1,2,2,9,9,9,1,441,1,1,3,1,322,1,1,3,4,3,99,0,3,2,1101,36,18,999,999,2,63,TRUE
28460,2,7,9,1,2,9,9,9,1,322,1,9,3,99,999,9,9,9,4,2,99,0,1,1,1101,36,7,999,999,3,56,TRUE
28462,2,4,1,2,2,9,9,9,1,412,2,2,2,1,833,2,2,3,4,4,99,1,2,2,1101,36,12,999,999,4,39,TRUE
28463,1,6,1,2,2,9,9,9,2,325,2,2,3,1,242,1,2,2,5,3,99,0,1,2,1101,36,14,999,999,2,64,TRUE
28464,1,4,1,2,1,9,9,9,7,242,1,1,3,1,111,1,1,3,5,2,99,99,2,3,1101,36,15,999,999,1,70,TRUE
28465,2,7,1,2,2,9,9,9,8,999,9,9,9,3,235,1,4,3,5,2,99,99,2,3,1101,36,15,999,999,3,60,TRUE
28466,1,2,9,2,2,9,9,9,7,611,3,9,1,99,999,9,9,9,1,1,99,99,6,3,1101,36,12,999,999,1,97,TRUE
28467,2,8,1,1,2,9,9,9,1,134,1,2,3,1,134,1,2,3,5,4,99,1,2,1,1101,36,18,999,999,1,46,TRUE
28468,1,7,1,2,2,9,9,9,7,234,1,1,3,7,234,1,1,3,4,2,99,99,6,3,1101,36,10,999,999,1,77,TRUE
28469,2,4,1,2,1,9,9,9,2,531,2,2,3,1,832,2,2,3,3,4,99,1,2,3,1101,36,6,999,999,2,41,TRUE
28470,2,3,9,2,2,9,9,9,7,754,2,2,2,99,999,9,9,9,2,1,99,99,1,1,8300,36,20,999,999,1,84,TRUE
28471,1,3,1,2,2,9,9,9,7,312,1,2,2,1,325,1,2,3,5,3,99,0,2,3,1101,36,15,999,999,1,71,TRUE
28472,2,2,9,2,2,9,9,9,7,911,2,2,3,99,999,9,9,9,1,1,99,99,6,3,1200,36,11,999,999,2,72,TRUE
28473,2,7,1,2,2,9,9,9,1,322,1,2,3,1,333,1,2,2,5,2,99,99,1,2,1101,36,11,999,999,2,56,TRUE
28474,2,7,1,2,2,9,9,9,1,234,1,1,3,1,112,1,2,3,5,3,99,0,3,3,1101,36,10,999,999,1,55,TRUE
28475,1,2,1,2,2,9,9,9,7,812,2,2,2,7,999,9,8,9,2,2,99,99,3,3,1101,36,10,999,999,1,87,TRUE
28476,2,4,1,2,2,9,9,9,8,999,9,9,9,1,754,2,1,3,2,2,99,99,2,3,1101,36,21,999,999,2,66,TRUE
28477,2,4,1,2,2,9,9,9,7,532,2,2,3,7,331,1,2,3,3,2,99,99,2,3,1101,36,21,999,999,2,91,TRUE
28478,1,4,1,2,2,9,9,9,1,351,1,1,3,2,341,1,1,3,4,4,99,1,2,1,8300,36,21,999,999,2,58,TRUE
28479,1,8,1,2,2,9,9,9,1,441,1,1,3,2,234,1,1,3,4,4,99,0,2,1,1101,36,11,999,999,2,50,TRUE
28480,1,4,9,2,2,9,9,9,2,933,2,2,3,99,999,9,9,9,1,1,99,99,1,1,8300,36,21,999,999,1,41,FALSE
28481,2,4,1,2,2,9,9,9,1,411,2,1,3,1,332,1,2,2,3,2,99,99,2,2,1101,36,21,999,999,1,36,TRUE
28482,1,6,1,2,2,9,9,9,1,723,2,2,3,5,422,1,2,3,3,3,99,1,2,1,8300,36,21,999,999,2,45,TRUE
28484,2,3,9,2,2,9,9,9,5,516,2,2,3,99,999,9,9,9,1,6,99,1,1,3,3000,36,1,999,999,4,49,FALSE
28486,1,4,1,2,2,9,9,9,1,312,1,2,2,5,522,4,9,3,2,4,99,0,2,2,1101,36,8,999,999,1,48,TRUE
28487,2,4,9,2,2,9,9,9,10,999,9,9,9,99,999,9,9,9,1,1,99,99,2,2,1101,36,4,999,999,1,68,TRUE
28488,1,4,1,1,1,9,9,9,1,311,1,2,2,1,322,1,1,3,4,4,99,1,2,1,8300,36,4,999,999,1,44,TRUE
28489,2,2,9,2,2,9,9,9,7,412,1,2,2,99,999,9,9,9,2,1,99,99,3,3,1101,36,4,999,999,1,91,TRUE
28492,2,4,1,2,2,9,9,9,10,999,9,9,9,2,741,2,2,3,3,4,99,0,2,1,1101,36,4,999,999,4,67,TRUE
28493,1,3,9,2,2,9,9,9,7,753,2,2,2,99,999,9,9,9,1,1,99,99,2,1,1101,36,18,999,999,2,80,FALSE
28494,2,8,1,2,2,9,9,9,1,264,1,1,3,1,351,4,9,3,7,3,99,1,2,2,1101,36,9,999,999,1,49,TRUE
28495,1,4,1,2,2,9,9,9,1,332,1,2,3,1,234,1,1,3,4,4,99,0,2,1,1101,36,9,999,999,2,50,TRUE
28496,2,4,9,2,2,9,9,9,7,522,2,2,3,99,999,9,9,9,1,1,99,99,6,4,1101,36,9,999,999,2,88,TRUE
28497,2,99,9,2,2,9,9,9,2,422,2,2,3,99,999,9,9,9,2,2,99,0,2,2,1101,36,13,999,999,4,55,FALSE
28498,1,4,1,2,2,9,9,9,1,121,1,2,3,1,516,2,2,3,4,2,99,99,3,3,1101,36,18,999,999,3,73,TRUE
28499,1,4,1,2,2,9,9,9,1,431,2,2,2,5,911,2,1,3,1,2,99,99,1,1,1200,36,16,999,999,2,67,TRUE
28500,2,7,1,2,2,9,9,9,2,331,4,9,3,1,332,1,2,3,2,4,99,0,4,3,1101,36,18,999,999,2,62,TRUE
28501,2,4,1,2,2,9,9,9,1,522,2,2,3,1,751,4,9,3,4,5,99,1,2,2,1101,36,5,999,999,1,46,TRUE
28502,2,4,1,2,2,9,9,9,7,821,2,2,2,7,721,2,2,2,2,2,99,99,2,1,8300,36,5,999,999,1,71,FALSE
28503,2,4,1,2,2,9,9,9,1,731,2,2,2,1,522,4,9,3,1,2,99,99,2,1,8300,36,5,999,999,4,59,TRUE
28504,2,4,1,1,1,9,9,9,1,522,4,9,3,1,941,2,2,3,4,5,99,0,2,2,1101,36,5,999,999,2,42,TRUE
28505,1,2,1,2,2,9,9,9,1,532,2,1,3,1,532,2,1,3,4,2,99,99,2,1,8300,36,19,999,999,1,53,TRUE
28506,2,4,1,2,2,9,9,9,7,422,2,2,3,10,999,9,9,9,4,2,99,99,2,2,1101,36,13,999,999,2,70,FALSE
28508,2,2,1,2,2,9,9,9,7,332,2,2,2,7,432,1,2,3,7,2,99,99,3,3,1101,36,5,999,999,2,74,TRUE
28509,2,3,9,2,2,9,9,9,1,911,2,2,3,99,999,9,9,9,1,1,99,99,2,1,1101,36,9,999,999,4,62,TRUE
28510,1,5,1,2,2,9,9,9,7,911,2,2,3,7,941,2,1,3,2,2,99,99,2,2,1101,36,13,999,999,2,73,TRUE
28511,1,4,1,2,2,9,9,9,7,312,1,2,3,7,815,2,2,2,3,2,99,99,2,2,1101,36,4,999,999,1,85,TRUE
28514,2,6,9,2,2,9,9,9,7,412,1,2,3,99,999,9,9,9,4,1,99,99,6,3,1101,36,20,999,999,2,85,TRUE
28515,1,4,1,2,2,9,9,9,7,313,1,2,2,7,532,2,1,3,4,2,99,99,2,2,1101,36,21,999,999,2,73,TRUE
28516,1,6,1,2,2,9,9,9,7,232,1,1,3,7,232,1,1,3,5,2,99,99,2,2,1200,36,21,999,999,2,75,TRUE
28517,1,8,1,2,2,9,9,9,1,315,1,2,3,1,522,4,9,3,5,3,99,0,4,3,1101,36,4,999,999,4,63,TRUE
28518,2,4,1,2,1,9,9,9,7,412,2,2,2,1,441,1,1,3,1,2,99,99,2,3,1101,36,4,999,999,4,78,TRUE
28520,1,4,1,1,1,9,9,9,1,325,2,1,3,1,532,2,1,3,1,2,99,99,2,1,8300,36,3,999,999,3,40,FALSE
28521,2,4,9,2,2,9,9,9,7,818,2,2,2,99,999,9,9,9,1,1,99,99,2,2,1101,36,10,999,999,2,67,TRUE
28522,2,8,1,2,2,9,9,9,1,261,1,2,3,1,134,1,2,3,5,4,99,0,3,3,1101,36,10,999,999,2,55,TRUE
28523,1,4,1,2,2,9,9,9,7,713,2,2,2,1,514,2,2,3,4,2,99,99,2,1,1101,36,1,999,999,2,74,FALSE
28524,1,4,9,2,2,9,9,9,7,143,1,1,3,99,999,9,9,9,5,1,99,99,2,1,1101,996,1,999,999,2,85,TRUE
28525,1,4,1,2,2,9,9,9,1,834,2,1,2,1,441,1,1,3,4,2,99,99,2,1,1101,36,1,999,999,2,67,TRUE
28526,2,2,1,2,2,9,9,9,7,821,2,2,2,1,834,2,2,2,4,2,99,99,2,3,1101,36,3,999,999,1,73,TRUE
28527,2,3,1,2,2,9,9,9,8,999,9,9,9,2,531,2,1,3,1,3,99,0,2,3,1101,36,3,999,999,1,59,TRUE
28528,2,2,1,2,2,9,9,9,7,441,2,1,3,7,122,1,2,2,2,2,99,99,2,4,1101,36,9,999,999,3,75,TRUE
28529,2,2,9,2,2,9,9,9,7,441,1,1,3,99,999,9,9,9,1,1,99,99,2,2,1101,36,9,999,999,3,73,TRUE
28530,1,8,1,2,2,9,9,9,1,226,1,2,3,8,999,9,9,9,4,4,99,0,2,2,1101,36,1,999,999,3,63,TRUE
28531,2,4,1,2,2,9,9,9,1,531,2,2,3,1,832,2,2,2,4,5,99,0,2,1,1101,36,13,999,999,3,48,TRUE
28532,1,2,9,2,2,9,9,9,5,834,2,2,2,99,999,9,9,9,1,2,99,99,2,2,1101,36,9,999,999,4,66,TRUE
28534,1,2,1,2,2,9,9,9,7,832,2,2,1,8,999,9,9,9,2,2,99,99,2,2,1101,36,20,999,999,2,91,TRUE
28535,1,2,1,2,2,9,9,9,5,311,1,2,3,7,933,2,2,3,1,3,99,0,1,2,1101,36,1,999,999,2,67,TRUE
28536,1,4,9,2,2,9,9,9,5,741,1,2,2,99,999,9,9,9,2,1,99,99,2,2,8300,36,11,999,999,1,63,TRUE
28537,2,2,1,2,2,9,9,9,8,999,9,9,9,7,832,2,2,2,1,2,99,99,1,3,1101,36,14,999,999,1,98,TRUE
28538,1,4,1,2,2,9,9,9,1,741,2,2,2,5,531,2,2,3,2,4,99,0,2,2,8300,36,3,999,999,1,49,TRUE
28539,2,3,1,2,2,9,9,9,1,333,1,1,2,1,441,1,1,3,3,2,99,99,1,2,8300,36,5,999,999,1,64,TRUE
28540,1,2,1,2,2,9,9,9,7,814,2,2,2,7,932,2,2,2,1,2,99,99,2,3,1101,36,5,999,999,1,83,TRUE
28541,2,4,1,2,2,9,9,9,10,999,9,9,9,5,832,2,2,3,1,4,99,2,1,1,8300,36,5,999,999,1,34,TRUE
28542,2,2,1,2,2,9,9,9,7,532,2,2,3,7,931,2,1,3,2,2,99,99,2,2,1101,36,7,999,999,2,76,TRUE
28543,2,4,1,2,2,9,9,9,7,234,1,1,3,7,233,1,1,3,4,2,99,99,2,3,1101,36,4,999,999,3,73,TRUE
28544,2,2,9,2,2,9,9,9,7,832,2,2,2,99,999,9,9,9,1,1,99,99,1,3,1101,36,18,999,999,2,83,TRUE
28545,2,3,1,2,2,9,9,9,7,612,3,2,1,7,612,3,9,1,1,2,99,99,6,4,1101,36,18,999,999,1,74,TRUE
28546,1,4,1,2,2,9,9,9,1,132,1,2,2,2,911,2,2,3,4,2,99,99,2,1,1101,36,18,999,999,1,58,TRUE
28547,1,8,1,1,2,9,9,9,1,262,1,1,3,8,999,9,9,9,3,4,99,1,2,3,1101,36,5,999,999,2,52,TRUE
28548,1,4,1,2,2,9,9,9,1,325,2,1,3,1,532,2,1,3,4,4,99,0,2,1,1101,36,15,999,999,1,51,TRUE
28549,1,8,1,2,2,9,9,9,7,214,1,2,2,3,235,4,9,3,4,2,99,99,2,3,9600,36,7,999,999,1,83,TRUE
28550,2,4,9,2,2,9,9,9,5,121,1,2,3,99,999,9,9,9,1,1,99,99,2,2,8300,36,18,999,999,4,67,TRUE
28551,1,4,9,2,2,9,9,9,1,833,2,1,3,99,999,9,9,9,1,1,99,99,1,1,8300,36,1,999,999,1,64,TRUE
28552,1,6,9,1,2,9,9,9,5,432,2,2,3,99,999,9,9,9,1,1,99,99,2,1,8300,36,1,999,999,1,58,TRUE
28553,2,7,1,2,2,9,9,9,1,322,1,1,3,1,241,1,2,3,4,2,99,99,1,1,1101,36,7,999,999,2,33,TRUE
28554,1,6,1,2,2,9,9,9,7,132,1,2,2,1,332,1,2,2,5,2,99,99,2,1,1101,36,7,999,999,2,73,TRUE
28555,1,4,9,2,2,9,9,9,7,834,2,2,2,99,999,9,9,9,4,1,99,99,2,2,1101,36,3,999,999,1,70,TRUE
28556,2,6,1,2,2,9,9,9,1,412,1,2,3,1,831,2,1,3,4,4,99,1,2,2,1101,36,18,999,999,1,40,TRUE
28558,2,4,9,2,2,9,9,9,7,331,2,2,3,99,999,9,9,9,8,1,99,99,1,2,1101,36,14,999,999,1,91,TRUE
28559,2,4,9,2,2,9,9,9,9,999,9,9,9,99,999,9,9,9,1,3,99,0,2,2,1101,36,13,999,999,1,48,TRUE
28560,2,4,1,2,2,9,9,9,7,132,1,1,3,7,134,1,1,3,5,2,99,99,1,2,1101,36,5,999,999,3,86,FALSE
28561,2,4,1,2,2,9,9,9,1,821,2,2,2,1,723,2,2,3,3,4,99,0,2,2,1101,36,5,999,999,3,61,TRUE
28562,2,3,1,1,2,9,9,9,8,999,9,9,9,2,412,4,9,2,1,2,99,99,3,2,1101,36,6,999,999,1,69,TRUE
28563,2,8,1,2,2,9,9,9,2,531,2,2,3,1,516,2,2,3,4,5,99,0,2,1,8300,36,15,999,999,4,53,TRUE
28564,1,4,9,2,2,9,9,9,2,541,2,4,3,99,999,9,9,9,1,1,99,99,1,3,1101,36,5,999,999,4,45,TRUE
28565,2,2,9,2,2,9,9,9,7,334,1,2,3,99,999,9,9,9,7,1,99,99,2,3,1101,36,5,999,999,4,72,TRUE
28566,2,2,9,2,2,9,9,9,7,522,2,2,3,99,999,9,9,9,1,1,99,99,2,3,1101,36,5,999,999,2,93,TRUE
28567,1,8,1,2,2,9,9,9,8,999,9,9,9,1,334,1,1,9,4,2,99,99,2,2,9997,36,10,999,999,1,64,TRUE
28568,2,4,9,2,2,9,9,9,1,731,4,9,2,99,999,9,9,9,2,2,99,0,2,1,8300,36,6,999,999,1,55,TRUE
28570,2,2,1,2,2,9,9,9,7,611,3,9,1,7,611,3,9,1,1,2,99,99,2,2,1101,36,15,999,999,2,90,TRUE
28571,1,3,1,2,2,9,9,9,7,612,3,9,1,7,613,3,9,1,1,2,99,99,2,3,1101,36,15,999,999,1,74,TRUE
28572,1,4,1,2,2,9,9,9,1,713,2,1,3,5,412,1,2,3,2,4,99,1,3,3,1101,36,21,999,999,2,43,TRUE
28573,2,3,1,2,2,9,9,9,9,999,9,9,9,1,432,1,1,3,1,2,99,99,2,1,1101,36,11,999,999,2,59,TRUE
28574,1,7,1,1,1,9,9,9,1,235,1,1,3,1,234,1,1,3,4,3,99,0,2,2,1101,36,7,999,999,2,62,TRUE
28575,2,2,9,2,2,9,9,9,7,753,9,2,2,99,999,9,9,9,1,1,99,99,2,3,1101,36,7,999,999,2,88,TRUE
28576,2,7,1,2,2,9,9,9,2,322,1,2,3,4,332,1,9,3,5,6,99,1,6,4,1101,36,7,999,999,2,44,TRUE
28577,1,4,1,2,2,9,9,9,7,611,3,9,3,7,522,2,2,3,2,3,99,0,1,3,1101,36,15,999,999,1,85,TRUE
28578,1,4,9,2,2,9,9,9,5,712,2,2,2,99,999,9,9,9,2,5,99,99,1,3,3000,996,1,999,999,4,34,FALSE
28580,2,4,9,2,2,9,9,9,7,431,2,2,2,99,999,9,9,9,1,1,99,99,6,3,1101,36,21,999,999,1,84,TRUE
28581,1,4,1,1,2,9,9,9,7,334,1,1,3,1,216,4,9,3,5,2,99,99,1,1,8300,36,21,999,999,1,77,TRUE
28582,2,3,1,2,2,9,9,9,7,522,1,2,3,7,312,1,2,2,4,2,99,99,2,1,1101,36,4,999,999,1,69,TRUE
28583,1,4,1,2,2,9,9,9,8,999,9,9,9,1,818,2,2,2,2,5,99,0,2,3,3000,36,8,999,999,2,48,TRUE
28584,1,4,1,2,2,9,9,9,2,921,2,2,1,8,999,9,9,9,2,4,99,2,2,1,8300,36,8,999,999,2,40,TRUE
28585,2,4,9,2,2,9,9,9,9,999,9,9,9,99,999,9,9,9,1,4,99,0,3,3,3000,36,16,999,999,4,52,TRUE
28587,2,8,1,1,1,9,9,9,1,263,1,1,3,1,134,1,1,3,5,3,99,0,2,2,1101,36,16,999,999,4,63,TRUE
28588,2,2,9,2,2,9,9,9,7,412,9,2,2,99,999,9,9,9,1,1,99,99,2,3,1101,36,12,999,999,3,90,TRUE
28589,2,96,1,2,2,9,9,9,7,531,2,2,3,7,931,2,2,2,1,2,99,99,2,2,1101,36,12,999,999,1,77,TRUE
28590,2,4,9,1,2,9,9,9,7,531,2,1,3,99,999,9,9,9,2,1,99,99,3,3,1101,36,18,999,999,2,77,TRUE
28591,2,4,9,2,2,9,9,9,2,531,2,2,3,99,999,9,9,9,1,1,99,99,6,3,9600,36,8,999,999,2,62,FALSE
28592,1,4,9,2,2,9,9,9,9,999,9,9,9,99,999,9,9,9,1,1,99,99,1,2,1101,36,9,999,999,1,68,TRUE
28593,1,8,1,2,8,9,9,9,1,215,1,2,3,2,214,1,1,3,5,4,99,0,2,1,8300,36,13,999,999,4,53,TRUE
28594,1,3,1,2,2,9,9,9,1,933,2,2,3,8,999,9,9,9,2,5,99,1,3,2,1101,36,1,999,999,4,51,FALSE
28595,2,7,1,2,2,9,9,9,1,134,1,1,3,1,751,2,2,3,4,3,99,1,1,1,8300,36,16,999,999,2,42,TRUE
28596,2,8,1,2,1,9,9,9,7,233,1,1,3,7,231,1,1,3,5,2,99,99,2,1,8300,36,18,999,999,2,75,TRUE
28597,1,8,1,2,2,9,9,9,1,233,1,1,3,1,134,1,1,3,5,5,99,0,2,1,8300,36,18,999,999,4,51,TRUE
28598,1,8,9,2,2,9,9,9,1,532,2,4,3,99,999,9,9,9,2,1,99,99,2,2,1101,36,1,999,999,4,65,TRUE
28599,1,3,9,2,2,9,9,9,1,711,2,2,2,99,999,9,9,9,1,1,99,99,2,3,1101,36,21,999,999,2,38,TRUE
28600,2,2,9,2,2,9,9,9,7,421,2,1,3,99,999,9,9,9,1,1,99,99,2,2,1101,36,21,999,999,2,75,TRUE
28601,1,2,1,2,2,9,9,9,7,711,4,9,2,7,711,2,2,2,7,2,99,99,6,3,1101,36,12,999,999,1,95,TRUE
28602,2,2,9,2,2,9,9,9,7,612,3,9,1,99,999,9,9,9,1,1,99,99,3,2,1101,36,12,999,999,1,82,TRUE
28603,2,4,1,2,2,9,9,9,1,331,1,2,3,1,241,1,2,3,5,4,99,0,2,1,1101,36,1,999,999,2,60,TRUE
28604,1,6,1,2,2,9,9,9,1,122,1,2,3,1,412,1,1,3,5,4,99,0,2,1,8300,36,13,999,999,2,50,TRUE
28605,1,2,9,2,2,9,9,9,7,814,2,2,2,99,999,9,9,9,1,1,99,99,2,1,8300,36,5,999,999,2,83,TRUE
28606,1,3,9,2,2,9,9,9,7,334,1,1,3,99,999,9,9,9,8,1,99,99,2,2,1101,36,5,999,999,2,83,TRUE
28607,1,4,1,2,2,9,9,9,7,251,1,2,3,7,421,1,1,3,4,2,99,99,2,1,1101,36,5,999,999,2,78,TRUE
28608,1,4,1,2,2,9,9,9,1,833,2,2,3,7,531,2,1,3,2,4,99,0,2,1,1101,36,8,999,999,1,60,TRUE
28609,2,4,1,2,2,9,9,9,1,961,2,1,3,1,911,2,1,3,3,3,99,1,1,1,8300,36,5,999,999,2,54,TRUE
28610,2,4,1,2,2,9,9,9,2,531,2,1,3,1,332,1,9,3,2,2,99,99,2,2,1101,36,13,999,999,2,63,TRUE
28611,2,4,9,2,2,9,9,9,7,335,2,1,3,99,999,9,9,9,1,1,99,99,2,3,1101,36,20,999,999,3,77,TRUE
28612,2,8,1,2,2,9,9,9,1,232,1,1,3,1,232,1,1,3,5,3,99,0,2,1,8300,36,20,999,999,1,49,TRUE
28613,1,6,9,2,2,9,9,9,10,999,9,9,9,99,999,9,9,9,5,3,99,99,1,2,1101,36,21,999,999,2,36,TRUE
28614,1,4,9,2,2,9,9,9,1,351,2,1,3,99,999,9,9,9,2,1,99,99,2,1,1101,36,21,999,999,2,62,TRUE
28615,2,4,1,2,2,9,9,9,5,512,2,2,3,2,265,1,8,3,3,4,99,1,2,2,1101,36,21,999,999,2,44,TRUE
28616,1,4,9,2,2,9,9,9,7,541,2,2,3,99,999,9,9,9,1,1,99,99,4,3,9600,36,15,999,999,4,81,TRUE
28617,2,4,9,2,2,9,9,9,7,412,2,2,3,99,999,9,9,9,1,1,99,99,6,3,1101,36,18,999,999,3,71,TRUE
28618,2,4,9,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,1,1,99,99,1,1,8300,36,18,999,999,4,74,TRUE
28619,1,4,9,2,2,9,9,9,1,513,2,2,3,99,999,9,9,9,1,1,99,99,2,1,1101,36,18,999,999,2,58,TRUE
28620,2,3,9,2,2,9,9,9,1,522,2,2,3,99,999,9,9,9,1,3,99,0,2,1,8300,36,13,999,999,2,51,TRUE
28621,2,2,9,2,2,9,9,9,7,431,4,9,2,99,999,9,9,9,1,1,99,99,3,3,1101,36,4,999,999,4,85,TRUE
28622,2,3,1,2,2,9,9,9,5,911,2,2,3,1,832,2,2,2,2,2,99,99,2,2,1101,36,4,999,999,4,47,TRUE
28623,2,4,9,2,2,9,9,9,7,422,2,1,3,99,999,9,9,9,1,1,99,99,1,1,8300,36,1,999,999,4,74,TRUE
28624,2,4,1,2,2,9,9,9,1,411,2,1,3,1,741,2,1,2,2,4,99,0,3,3,1101,36,1,999,999,4,58,TRUE
28627,1,4,9,2,2,9,9,9,5,931,2,2,2,99,999,9,9,9,4,2,99,99,6,4,3000,996,1,999,999,4,34,TRUE
28628,2,4,1,2,2,9,9,9,5,232,1,2,3,1,313,1,2,2,3,5,99,0,2,3,1101,36,9,999,999,1,48,TRUE
28629,2,7,9,1,2,9,9,9,7,233,1,1,3,99,999,9,9,9,4,2,99,99,3,3,1101,36,9,999,999,1,88,TRUE
28630,2,4,9,2,2,9,9,9,10,999,9,9,9,99,999,9,9,9,1,1,99,99,2,2,1101,36,9,999,999,1,69,TRUE
28631,1,4,1,2,2,9,9,9,4,514,4,9,3,4,514,2,2,3,4,4,99,0,2,2,1101,36,13,999,999,2,65,TRUE
28632,1,4,9,2,2,9,9,9,1,832,2,1,3,99,999,9,9,9,1,1,99,99,2,1,1200,36,20,999,999,2,49,TRUE
28633,1,4,1,2,2,9,9,9,1,751,4,9,2,4,522,2,2,3,1,2,99,99,2,1,1101,36,20,999,999,2,52,TRUE
28634,2,6,1,2,2,9,9,9,1,143,1,1,3,5,611,3,9,1,2,3,99,1,4,3,1101,36,20,999,999,2,38,TRUE
28635,1,6,1,2,2,9,9,9,2,252,1,1,3,1,214,1,1,3,5,3,99,1,2,2,1101,36,20,999,999,2,44,TRUE
28636,2,8,1,2,2,9,9,9,8,999,9,9,9,1,11,1,1,3,5,8,99,2,6,4,1101,36,21,999,999,4,50,TRUE
28637,1,3,9,2,2,9,9,9,1,752,4,9,2,99,999,9,9,9,4,1,99,99,1,1,8300,36,21,999,999,2,60,TRUE
28638,2,4,9,2,2,9,9,9,7,243,1,2,2,99,999,9,9,9,7,1,99,99,1,1,1101,36,21,999,999,2,89,TRUE
28639,2,6,9,2,2,9,9,9,5,421,2,2,3,99,999,9,9,9,1,1,99,99,2,1,1101,36,21,999,999,2,61,TRUE
28640,1,8,9,2,2,9,9,9,1,11,1,1,3,99,999,9,9,9,5,1,99,99,6,4,1101,36,21,999,999,2,52,TRUE
28641,2,4,1,2,2,9,9,9,7,441,2,1,3,7,441,1,1,3,1,3,99,0,2,2,1101,36,12,999,999,3,66,TRUE
28642,2,4,1,2,2,9,9,9,1,532,2,2,3,1,332,1,2,2,3,4,99,0,2,3,1101,36,12,999,999,3,54,TRUE
28643,1,4,1,2,2,9,9,9,5,832,2,2,3,8,999,9,9,9,1,5,99,1,2,3,1101,36,8,999,999,2,46,TRUE
28644,1,3,9,2,2,9,9,9,9,999,9,9,9,99,999,9,9,9,8,1,99,99,2,3,1101,36,20,999,999,2,60,TRUE
28645,1,2,9,2,2,9,9,9,7,713,2,2,2,99,999,9,9,9,8,1,99,99,2,4,1101,36,20,999,999,2,90,TRUE
28646,2,4,1,2,2,9,9,9,5,522,2,2,3,1,432,1,1,3,8,4,99,1,2,4,3000,36,20,999,999,2,39,TRUE
28647,2,4,1,2,2,9,9,9,1,531,2,2,3,1,712,2,2,2,2,4,99,0,2,3,1101,36,14,999,999,1,56,TRUE
28648,2,3,1,2,2,9,9,9,7,411,2,1,3,7,834,2,2,2,3,2,99,99,3,3,1200,36,14,999,999,1,75,TRUE
28649,2,4,9,2,2,9,9,9,5,441,2,2,3,99,999,9,9,9,1,2,99,0,2,2,1101,36,14,999,999,1,56,TRUE
28650,1,4,9,2,2,9,9,9,7,723,2,2,3,99,999,9,9,9,1,1,99,99,2,3,1101,36,5,999,999,1,84,TRUE
28651,1,4,1,2,2,9,9,9,1,311,2,2,2,1,531,2,1,3,2,5,99,0,1,3,1101,36,5,999,999,1,47,TRUE
